tariff_plan_code_from,tariff_plan_code_to,arpu_segment,sample_size,raw_mean_lift,raw_std_lift,median_lift,downsell_rate,flat_rate,upsell_rate,origin_segment_changes,destination_share_among_changers,segment_prior_mean,between_group_variance,posterior_mean_lift,posterior_std_lift,posterior_lower_95,posterior_upper_95,data_weight
tariff_15,tariff_10,LOW,4,2.01269534,1.97460932,3.0,0.25,0.0,0.75,78,0.05128205,1.02082216,0.35500524,1.28561882,0.51012824,0.28576747,2.28547017,0.26696625
tariff_15,tariff_10,MID,180,0.48877818,0.74782499,0.4395813,0.17777778,0.08888889,0.73333333,1312,0.13719512,0.25725709,0.1628803,0.48444464,0.05521546,0.37622233,0.59266694,0.98128228
tariff_15,tariff_11,HIGH,5,-0.09135522,0.58762232,-0.045799,0.4,0.4,0.2,77,0.06493506,-0.12852526,0.0321792,-0.11671065,0.14815849,-0.4071013,0.17368,0.31785317
tariff_15,tariff_11,LOW,1,-1.0,,-1.0,1.0,0.0,0.0,78,0.01282051,1.02082216,0.35500524,0.80822473,0.5636111,-0.29645302,1.91290249,0.10520343
tariff_15,tariff_11,MID,23,0.48230285,0.92603863,0.35054324,0.2173913,0.13043478,0.65217391,1312,0.01753049,0.25725709,0.1628803,0.44038364,0.17418286,0.09898523,0.78178205,0.81373027
tariff_15,tariff_12,HIGH,3,0.53259244,0.56819271,0.54262942,0.0,0.33333333,0.66666667,77,0.03896104,-0.12852526,0.0321792,0.02365804,0.15739073,-0.28482778,0.33214386,0.23019093
tariff_15,tariff_12,MID,4,2.35576,1.0092478,2.78304603,0.0,0.0,1.0,1312,0.00304878,0.25725709,0.1628803,1.07590104,0.31518138,0.45814553,1.69365655,0.39010856
tariff_15,tariff_13,HIGH,11,-0.23419961,0.25828314,-0.25687022,0.63636364,0.27272727,0.09090909,77,0.14285714,-0.12852526,0.0321792,-0.21744214,0.07143434,-0.35745345,-0.07743083,0.8414235
tariff_15,tariff_13,LOW,14,1.56784708,1.49546397,1.95176413,0.14285714,0.07142857,0.78571429,78,0.17948718,1.02082216,0.35500524,1.39808703,0.33191858,0.74752661,2.04864745,0.68966671
tariff_15,tariff_13,MID,348,0.02620887,0.51801599,-0.07413366,0.42241379,0.2816092,0.29597701,1312,0.2652439,0.25725709,0.1628803,0.02729753,0.02770307,-0.0270005,0.08159555,0.99528819
tariff_15,tariff_21,LOW,8,0.95056686,1.75347746,0.91272212,0.375,0.125,0.5,78,0.1025641,1.02082216,0.35500524,0.98708805,0.42958617,0.14509916,1.82907693,0.48016465
tariff_15,tariff_21,MID,8,0.25621818,0.83932452,0.29944131,0.25,0.0,0.75,1312,0.00609756,0.25725709,0.1628803,0.25658275,0.23907576,-0.21200574,0.72517124,0.64908453
tariff_15,tariff_4,HIGH,16,-0.07477848,0.26067811,-0.11232711,0.5,0.3125,0.1875,77,0.20779221,-0.12852526,0.0321792,-0.08104501,0.06125265,-0.2011002,0.03901018,0.88340646
tariff_15,tariff_4,LOW,7,0.96210205,1.85674615,0.47507438,0.42857143,0.0,0.57142857,78,0.08974359,1.02082216,0.35500524,0.99622535,0.45420245,0.10598855,1.88646214,0.41888221
tariff_15,tariff_4,MID,133,0.42906456,0.78523323,0.37657057,0.21052632,0.11278195,0.67669173,1312,0.10137195,0.25725709,0.1628803,0.42430978,0.06713957,0.29271622,0.55590333,0.97232494
tariff_15,tariff_8,HIGH,30,-0.09451186,0.40421938,-0.05945362,0.4,0.33333333,0.26666667,77,0.38961039,-0.12852526,0.0321792,-0.09943542,0.06824992,-0.23320527,0.03433443,0.8552465
tariff_15,tariff_8,LOW,21,1.48374948,1.70914053,2.35415375,0.28571429,0.0,0.71428571,78,0.26923077,1.02082216,0.35500524,1.35342469,0.31613639,0.73379736,1.97305202,0.71847678
tariff_15,tariff_8,MID,429,0.48569013,0.75929796,0.46101469,0.2027972,0.08857809,0.70862471,1312,0.32698171,0.25725709,0.1628803,0.48382079,0.03650895,0.41226325,0.55537832,0.99181667
tariff_15,tariff_9,LOW,19,1.48244011,1.71942209,2.27767544,0.26315789,0.05263158,0.68421053,78,0.24358974,1.02082216,0.35500524,1.34176791,0.32891234,0.69709971,1.98643611,0.69526272
tariff_15,tariff_9,MID,133,0.35913142,0.59210372,0.29239331,0.14285714,0.10526316,0.7518797,1312,0.10137195,0.25725709,0.1628803,0.35750898,0.05093143,0.25768338,0.45733459,0.98407413
tariff_16,tariff_1,HIGH,1,-0.26601513,,-0.26601513,1.0,0.0,0.0,15,0.06666667,-0.12852526,0.0321792,-0.14508666,0.16823508,-0.47482742,0.18465409,0.12045543
tariff_16,tariff_1,LOW,27,0.2931742,1.21726692,-0.20177826,0.51851852,0.07407407,0.40740741,217,0.12442396,1.02082216,0.35500524,0.3905986,0.21801712,-0.03671495,0.81791215,0.86611053
tariff_16,tariff_1,MID,48,-0.38329862,0.51565754,-0.50984579,0.72916667,0.10416667,0.16666667,193,0.24870466,0.25725709,0.1628803,-0.36222957,0.07319447,-0.50569074,-0.21876841,0.96710817
tariff_16,tariff_10,LOW,2,1.0,2.82842712,1.0,0.5,0.0,0.5,217,0.00921659,1.02082216,0.35500524,1.01912481,0.57102226,-0.10007882,2.13832843,0.0815166
tariff_16,tariff_10,MID,4,1.40213212,1.2026264,1.25075376,0.0,0.0,1.0,193,0.02072539,0.25725709,0.1628803,0.61281967,0.33510408,-0.04398433,1.26962368,0.3105689
tariff_16,tariff_11,HIGH,3,0.02918016,0.54194556,-0.03307872,0.33333333,0.33333333,0.33333333,15,0.2,-0.12852526,0.0321792,-0.08951234,0.15562378,-0.39453495,0.21551026,0.24737843
tariff_16,tariff_11,LOW,4,2.17960476,1.64079048,3.0,0.25,0.0,0.75,217,0.01843318,1.02082216,0.35500524,1.42097046,0.48209501,0.47606424,2.36587668,0.34531784
tariff_16,tariff_11,MID,9,0.86619987,1.39777821,0.627049,0.22222222,0.22222222,0.55555556,193,0.04663212,0.25725709,0.1628803,0.51829207,0.30505498,-0.07961569,1.11619984,0.42866915
tariff_16,tariff_12,MID,1,-0.50476976,,-0.50476976,1.0,0.0,0.0,193,0.00518135,0.25725709,0.1628803,0.14529353,0.372758,-0.58531214,0.8758992,0.14692864
tariff_16,tariff_13,HIGH,4,-0.13241162,0.86064114,-0.42057613,0.75,0.0,0.25,15,0.26666667,-0.12852526,0.0321792,-0.12910064,0.16557506,-0.45362775,0.19542648,0.14804905
tariff_16,tariff_13,LOW,9,2.33734773,0.9227682,2.63419461,0.0,0.0,1.0,217,0.04147465,1.02082216,0.35500524,2.06031581,0.27331762,1.52461327,2.59601835,0.78957346
tariff_16,tariff_13,MID,43,0.20368372,0.78233242,0.03763289,0.39534884,0.13953488,0.46511628,193,0.22279793,0.25725709,0.1628803,0.20798909,0.11441029,-0.01625508,0.43223326,0.91963599
tariff_16,tariff_21,LOW,29,1.03737075,1.64738155,0.84947438,0.37931034,0.0,0.62068966,217,0.13364055,1.02082216,0.35500524,1.03391848,0.27213808,0.50052783,1.56730912,0.79138579
tariff_16,tariff_21,MID,7,0.76449755,1.71542219,0.02356453,0.28571429,0.28571429,0.42857143,193,0.03626943,0.25725709,0.1628803,0.39890776,0.3426292,-0.27264547,1.07046099,0.27925743
tariff_16,tariff_4,HIGH,3,0.07431701,0.53191196,-0.07775929,0.33333333,0.33333333,0.33333333,15,0.2,-0.12852526,0.0321792,-0.07692168,0.15489587,-0.38051758,0.22667423,0.25440252
tariff_16,tariff_4,LOW,13,1.74552439,1.69853359,3.0,0.23076923,0.07692308,0.69230769,217,0.05990783,1.02082216,0.35500524,1.46675716,0.36953744,0.74246378,2.19105053,0.61533549
tariff_16,tariff_4,MID,15,0.51864056,0.93614198,0.40894001,0.26666667,0.06666667,0.66666667,193,0.07772021,0.25725709,0.1628803,0.44963561,0.20736494,0.04320033,0.8560709,0.73600112
tariff_16,tariff_8,HIGH,4,0.05397407,0.19757599,0.0663279,0.25,0.5,0.25,15,0.26666667,-0.12852526,0.0321792,0.01150634,0.08653395,-0.15810021,0.18111288,0.76729922
tariff_16,tariff_8,LOW,25,1.93862285,1.43038182,2.98501687,0.12,0.08,0.8,217,0.11520737,1.02082216,0.35500524,1.76667963,0.25789072,1.26121382,2.27214544,0.81265735
tariff_16,tariff_8,MID,44,0.78597286,1.14588733,0.79803526,0.20454545,0.11363636,0.68181818,193,0.22797927,0.25725709,0.1628803,0.70410359,0.15881211,0.39283184,1.01537533,0.84515447
tariff_16,tariff_9,LOW,108,1.24484536,1.71555379,1.59291971,0.35185185,0.01851852,0.62962963,217,0.49769585,1.02082216,0.35500524,1.22887469,0.15908618,0.91706577,1.54068361,0.92870975
tariff_16,tariff_9,MID,22,0.80860275,1.33628041,0.91828462,0.36363636,0.0,0.63636364,193,0.11398964,0.25725709,0.1628803,0.62523423,0.23274732,0.16904947,1.08141898,0.6674164
tariff_17,tariff_1,HIGH,3,-0.66667811,0.53081267,-0.94547701,0.66666667,0.33333333,0.0,194,0.01546392,-0.12852526,0.0321792,-0.2658555,0.15481424,-0.56929141,0.03758042,0.25518816
tariff_17,tariff_1,LOW,1,-0.27498885,,-0.27498885,1.0,0.0,0.0,28,0.03571429,1.02082216,0.35500524,0.88449839,0.5636111,-0.22017936,1.98917615,0.10520343
tariff_17,tariff_1,MID,23,-0.28402471,0.91402845,-0.56873172,0.7826087,0.04347826,0.17391304,278,0.08273381,0.25725709,0.1628803,-0.18532482,0.17233795,-0.52310719,0.15245756,0.81765525
tariff_17,tariff_10,HIGH,14,0.19452121,0.31564946,0.24065681,0.14285714,0.28571429,0.57142857,194,0.07216495,-0.12852526,0.0321792,0.13601537,0.07634045,-0.01361192,0.28564266,0.81889343
tariff_17,tariff_10,MID,16,0.54780675,0.84505389,0.5202526,0.1875,0.0625,0.75,278,0.05755396,0.25725709,0.1628803,0.48531469,0.18717011,0.11846127,0.85216812,0.78491781
tariff_17,tariff_11,HIGH,11,0.26113803,0.46978644,0.22181437,0.36363636,0.09090909,0.54545455,194,0.05670103,-0.12852526,0.0321792,0.11148982,0.11116771,-0.10639889,0.32937852,0.61595506
tariff_17,tariff_11,MID,23,0.18557669,0.77302952,0.16070933,0.2173913,0.17391304,0.60869565,278,0.08273381,0.25725709,0.1628803,0.19543769,0.14969055,-0.09795579,0.48883116,0.86243113
tariff_17,tariff_12,HIGH,6,-0.06861694,0.49149268,-0.16659983,0.5,0.33333333,0.16666667,194,0.03092784,-0.12852526,0.0321792,-0.10191288,0.13373334,-0.36403024,0.16020447,0.44421841
tariff_17,tariff_12,LOW,1,3.0,,3.0,0.0,0.0,1.0,28,0.03571429,1.02082216,0.35500524,1.22903846,0.5636111,0.1243607,2.33371621,0.10520343
tariff_17,tariff_12,MID,4,0.72203232,0.76119009,0.4356005,0.0,0.0,1.0,278,0.01438849,0.25725709,0.1628803,0.50325852,0.27689203,-0.03944986,1.0459669,0.52929118
tariff_17,tariff_13,HIGH,16,-0.30742612,0.41275984,-0.33077731,0.8125,0.0625,0.125,194,0.08247423,-0.12852526,0.0321792,-0.262946,0.08944671,-0.43826156,-0.08763045,0.75137002
tariff_17,tariff_13,LOW,3,0.49805109,2.180793,-0.50584672,0.66666667,0.0,0.33333333,28,0.10714286,1.02082216,0.35500524,0.92517339,0.53856451,-0.13041306,1.98075984,0.18296492
tariff_17,tariff_13,MID,35,-0.04766569,0.65638433,-0.25668719,0.65714286,0.14285714,0.2,278,0.12589928,0.25725709,0.1628803,-0.02624029,0.10698029,-0.23592166,0.18344107,0.92973501
tariff_17,tariff_4,HIGH,30,0.06820211,0.67969792,-0.164991,0.53333333,0.03333333,0.43333333,194,0.15463918,-0.12852526,0.0321792,0.0045282,0.1020554,-0.19550039,0.20455679,0.67633424
tariff_17,tariff_4,LOW,4,0.77657836,1.57930956,0.23782682,0.5,0.0,0.5,28,0.14285714,1.02082216,0.35500524,0.93221457,0.47562091,-2.41e-06,1.86443156,0.36278335
tariff_17,tariff_4,MID,45,0.19499994,0.47283561,0.16740791,0.24444444,0.15555556,0.6,278,0.1618705,0.25725709,0.1628803,0.19684274,0.06943514,0.06074986,0.33293563,0.97040011
tariff_17,tariff_8,HIGH,114,-0.05073297,0.32307095,-0.04599114,0.39473684,0.33333333,0.27192982,194,0.58762887,-0.12852526,0.0321792,-0.0528851,0.02983688,-0.11136538,0.00559519,0.97233494
tariff_17,tariff_8,LOW,15,1.01227405,1.75823111,0.62277635,0.4,0.06666667,0.53333333,28,0.53571429,1.02082216,0.35500524,1.01541378,0.36110103,0.30765575,1.72317181,0.6326985
tariff_17,tariff_8,MID,127,0.49647265,0.83400269,0.33641159,0.1496063,0.07874016,0.77165354,278,0.45683453,0.25725709,0.1628803,0.48869069,0.07279207,0.34601822,0.63136315,0.96746884
tariff_17,tariff_9,LOW,4,2.16909546,1.66180908,3.0,0.25,0.0,0.75,28,0.14285714,1.02082216,0.35500524,1.4107591,0.48420101,0.46172513,2.35979307,0.33958548
tariff_17,tariff_9,MID,5,1.42515773,1.51855407,2.11871895,0.2,0.0,0.8,278,0.01798561,0.25725709,0.1628803,0.56206982,0.34694358,-0.1179396,1.24207923,0.260992
tariff_18,tariff_1,HIGH,8,-0.64197801,0.46549159,-0.80736445,0.875,0.0,0.125,322,0.02484472,-0.12852526,0.0321792,-0.40731776,0.12127105,-0.64500902,-0.1696265,0.54297596
tariff_18,tariff_1,LOW,4,-0.29571632,0.44174067,-0.40134815,0.75,0.0,0.25,52,0.07692308,1.02082216,0.35500524,-0.13665891,0.20709879,-0.54257254,0.26925472,0.87918514
tariff_18,tariff_1,MID,5,-0.67781375,0.11179387,-0.6408433,1.0,0.0,0.0,136,0.03676471,0.25725709,0.1628803,-0.66368096,0.04961648,-0.76092926,-0.56643267,0.98488586
tariff_18,tariff_10,HIGH,67,0.00139756,0.41010698,0.00736348,0.32835821,0.26865672,0.40298507,322,0.20807453,-0.12852526,0.0321792,-0.00800416,0.0482557,-0.10258532,0.086577,0.92763611
tariff_18,tariff_10,LOW,9,0.61261144,1.93123932,-1.0,0.55555556,0.0,0.44444444,52,0.17307692,1.02082216,0.35500524,0.83247517,0.43727231,-0.02457856,1.6895289,0.46139648
tariff_18,tariff_10,MID,27,0.56515222,1.12896339,0.4967719,0.22222222,0.07407407,0.7037037,136,0.19852941,0.25725709,0.1628803,0.49596892,0.19130818,0.12100489,0.87093294,0.77530237
tariff_18,tariff_11,HIGH,22,0.23036118,0.60383186,0.14291086,0.27272727,0.13636364,0.59090909,322,0.06832298,-0.12852526,0.0321792,0.10835849,0.10459088,-0.09663963,0.31335661,0.66005211
tariff_18,tariff_11,LOW,2,3.0,0.0,3.0,0.0,0.0,1.0,52,0.03846154,1.02082216,0.35500524,2.99999999,3.162e-05,2.99993801,3.00006198,1.0
tariff_18,tariff_11,MID,5,1.0258214,1.22550759,0.51935325,0.2,0.0,0.8,136,0.03676471,0.25725709,0.1628803,0.52748459,0.32497927,-0.10947479,1.16444397,0.35160037
tariff_18,tariff_12,HIGH,26,-0.0356837,0.29830551,-0.02674948,0.38461538,0.26923077,0.34615385,322,0.08074534,-0.12852526,0.0321792,-0.04460895,0.05561944,-0.15362304,0.06440514,0.9038658
tariff_18,tariff_12,LOW,1,3.0,,3.0,0.0,0.0,1.0,52,0.01923077,1.02082216,0.35500524,1.22903846,0.5636111,0.1243607,2.33371621,0.10520343
tariff_18,tariff_12,MID,6,1.24891696,1.37682701,0.56039101,0.0,0.16666667,0.83333333,136,0.04411765,0.25725709,0.1628803,0.59458855,0.32783159,-0.04796137,1.23713848,0.34016851
tariff_18,tariff_13,HIGH,23,-0.37346908,0.43050449,-0.43824653,0.82608696,0.08695652,0.08695652,322,0.07142857,-0.12852526,0.0321792,-0.32441601,0.08027633,-0.48175761,-0.16707441,0.79973746
tariff_18,tariff_13,LOW,6,1.23228155,1.94673318,1.39720491,0.5,0.0,0.5,52,0.11538462,1.02082216,0.35500524,1.09690835,0.47672754,0.16252237,2.03129433,0.35981467
tariff_18,tariff_13,MID,25,0.17945645,0.79912393,0.04314604,0.44,0.12,0.44,136,0.18382353,0.25725709,0.1628803,0.19000358,0.14859699,-0.10124651,0.48125368,0.8644338
tariff_18,tariff_4,HIGH,49,-0.15520468,0.35992367,-0.19897513,0.65306122,0.16326531,0.18367347,322,0.15217391,-0.12852526,0.0321792,-0.15317917,0.04942732,-0.25005671,-0.05630162,0.92407954
tariff_18,tariff_4,LOW,3,1.86318599,1.96901962,3.0,0.33333333,0.0,0.66666667,52,0.05769231,1.02082216,0.35500524,1.20235209,0.52773231,0.16799677,2.23670742,0.21550063
tariff_18,tariff_4,MID,15,0.50503939,1.30292536,0.34979694,0.4,0.06666667,0.53333333,136,0.11029412,0.25725709,0.1628803,0.40345591,0.25841082,-0.1030293,0.90994112,0.5900293
tariff_18,tariff_8,HIGH,127,-0.08742693,0.34884505,-0.04877322,0.41732283,0.37007874,0.21259843,322,0.39440994,-0.12852526,0.0321792,-0.08861534,0.03050416,-0.14840349,-0.02882719,0.97108369
tariff_18,tariff_8,LOW,14,2.06160457,1.66922011,3.0,0.21428571,0.0,0.78571429,52,0.26923077,1.02082216,0.35500524,1.68772762,0.35710979,0.98779243,2.3876628,0.64077318
tariff_18,tariff_8,MID,50,0.56271586,0.92438003,0.30532841,0.16,0.14,0.7,136,0.36764706,0.25725709,0.1628803,0.53371012,0.1243655,0.28995374,0.77746651,0.90504206
tariff_18,tariff_9,LOW,13,1.72089562,1.68469177,3.0,0.23076923,0.0,0.76923077,52,0.25,1.02082216,0.35500524,1.45430886,0.36767564,0.7336646,2.17495312,0.61920174
tariff_18,tariff_9,MID,3,0.98798149,1.97358171,0.90871973,0.33333333,0.0,0.66666667,136,0.02205882,0.25725709,0.1628803,0.33870989,0.38042643,-0.40692591,1.0843457,0.11146856
tariff_19,tariff_1,HIGH,3,-0.51252283,0.4236254,-0.30389811,1.0,0.0,0.0,61,0.04918033,-0.12852526,0.0321792,-0.2628395,0.14464991,-0.54635332,0.02067431,0.34977889
tariff_19,tariff_1,LOW,8,-0.5388547,0.44920127,-0.58756579,0.875,0.125,0.0,49,0.16326531,1.02082216,0.35500524,-0.4353923,0.15345864,-0.73617123,-0.13461337,0.93366421
tariff_19,tariff_1,MID,3,-0.46013549,0.75896625,-0.88067917,0.66666667,0.0,0.33333333,76,0.03947368,0.25725709,0.1628803,-0.07199717,0.29685824,-0.65383931,0.50984497,0.45895967
tariff_19,tariff_10,HIGH,2,-0.00335732,0.1314423,-0.00335732,0.0,1.0,0.0,61,0.03278689,-0.12852526,0.0321792,-0.02984747,0.08252458,-0.19159564,0.1319007,0.78836312
tariff_19,tariff_10,LOW,3,0.84883712,2.01706486,0.54651135,0.33333333,0.0,0.66666667,49,0.06122449,1.02082216,0.35500524,0.98514194,0.53042948,-0.05449985,2.02478372,0.20746118
tariff_19,tariff_10,MID,13,0.25525581,0.90850195,0.11728686,0.38461538,0.07692308,0.53846154,76,0.17105263,0.25725709,0.1628803,0.25581711,0.21373632,-0.16310607,0.67474029,0.71952893
tariff_19,tariff_11,HIGH,5,-0.01092768,0.91665299,0.17575259,0.4,0.0,0.6,61,0.08196721,-0.12852526,0.0321792,-0.10962599,0.16434,-0.4317324,0.21248041,0.16071139
tariff_19,tariff_11,LOW,3,-0.2202748,1.34768484,-0.99672086,0.66666667,0.0,0.33333333,49,0.06122449,1.02082216,0.35500524,0.56207039,0.47305729,-0.36512189,1.48926267,0.36963411
tariff_19,tariff_11,MID,4,0.3178227,1.84598534,-0.3643546,0.5,0.25,0.25,76,0.05263158,0.25725709,0.1628803,0.26697821,0.36977983,-0.45779025,0.99174667,0.1605055
tariff_19,tariff_12,HIGH,6,-0.22773216,0.38685627,-0.27416567,0.66666667,0.16666667,0.16666667,61,0.09836066,-0.12852526,0.0321792,-0.18441248,0.11853847,-0.41674788,0.04792292,0.56334003
tariff_19,tariff_13,HIGH,5,-0.4995009,0.22832297,-0.45449013,1.0,0.0,0.0,61,0.08196721,-0.12852526,0.0321792,-0.40871693,0.08874002,-0.58264736,-0.2347865,0.75528321
tariff_19,tariff_13,LOW,8,1.78190501,1.587598,2.67568978,0.125,0.0,0.875,49,0.16326531,1.02082216,0.35500524,1.42405011,0.40855911,0.62327426,2.22482596,0.52980822
tariff_19,tariff_13,MID,12,0.17736473,0.56563364,0.07396956,0.41666667,0.08333333,0.5,76,0.15789474,0.25725709,0.1628803,0.18860272,0.15136521,-0.10807309,0.48527853,0.85933581
tariff_19,tariff_21,LOW,1,3.0,,3.0,0.0,0.0,1.0,49,0.02040816,1.02082216,0.35500524,1.22903846,0.5636111,0.1243607,2.33371621,0.10520343
tariff_19,tariff_4,HIGH,5,-0.27573343,0.47660232,-0.22052315,0.6,0.0,0.4,61,0.08196721,-0.12852526,0.0321792,-0.18956241,0.13724682,-0.45856618,0.07944136,0.4146315
tariff_19,tariff_4,LOW,3,1.74528835,2.17322433,3.0,0.33333333,0.0,0.66666667,49,0.06122449,1.02082216,0.35500524,1.15412875,0.53822107,0.09921547,2.20904204,0.18400665
tariff_19,tariff_4,MID,16,0.2035204,1.14443966,-0.09108393,0.4375,0.125,0.4375,76,0.21052632,0.25725709,0.1628803,0.22149393,0.23340784,-0.23598544,0.67897329,0.66552605
tariff_19,tariff_8,HIGH,35,-0.29886402,0.36308384,-0.25178992,0.77142857,0.14285714,0.08571429,61,0.57377049,-0.12852526,0.0321792,-0.28101512,0.05806797,-0.39482833,-0.1672019,0.89521527
tariff_19,tariff_8,LOW,11,0.33610032,1.73632981,-0.41872759,0.63636364,0.09090909,0.27272727,49,0.2244898,1.02082216,0.35500524,0.63441792,0.39327807,-0.1364071,1.40524294,0.56432294
tariff_19,tariff_8,MID,21,0.76889417,1.11496129,0.68885411,0.14285714,0.14285714,0.71428571,76,0.27631579,0.25725709,0.1628803,0.63251188,0.20836859,0.22410944,1.04091433,0.7334394
tariff_19,tariff_9,LOW,12,1.10317862,1.985503,1.23820073,0.5,0.0,0.5,49,0.24489796,1.02082216,0.35500524,1.06359606,0.413067,0.25398474,1.87320738,0.51937513
tariff_19,tariff_9,MID,7,0.39335295,1.07864083,0.59076352,0.28571429,0.0,0.71428571,76,0.09210526,0.25725709,0.1628803,0.32461664,0.28681704,-0.23754476,0.88677804,0.49494191
tariff_2,tariff_1,HIGH,1,-0.69689496,,-0.69689496,1.0,0.0,0.0,28,0.03571429,-0.12852526,0.0321792,-0.19698848,0.16823508,-0.52672923,0.13275227,0.12045543
tariff_2,tariff_1,LOW,12,0.22550168,1.43022972,-0.22075548,0.58333333,0.16666667,0.25,81,0.14814815,1.02082216,0.35500524,0.4835054,0.33935893,-0.18163811,1.14864891,0.67559779
tariff_2,tariff_1,MID,20,-0.51664287,0.43426187,-0.62379159,0.8,0.1,0.1,298,0.06711409,0.25725709,0.1628803,-0.47429329,0.09440965,-0.65933621,-0.28925037,0.94527771
tariff_2,tariff_10,HIGH,2,0.04878511,0.36577788,0.04878511,0.5,0.0,0.5,28,0.07142857,-0.12852526,0.0321792,-0.07093604,0.14740289,-0.3598457,0.21797362,0.32479333
tariff_2,tariff_10,LOW,6,1.66850447,2.06274696,3.0,0.33333333,0.0,0.66666667,81,0.07407407,1.02082216,0.35500524,1.23688999,0.4863897,0.28356618,2.19021379,0.33360156
tariff_2,tariff_10,MID,30,0.29712717,0.69580214,0.27687246,0.26666667,0.1,0.63333333,298,0.10067114,0.25725709,0.1628803,0.29353299,0.12117434,0.05603127,0.5310347,0.90985269
tariff_2,tariff_11,HIGH,1,-0.21382639,,-0.21382639,1.0,0.0,0.0,28,0.03571429,-0.12852526,0.0321792,-0.13880025,0.16823508,-0.468541,0.1909405,0.12045543
tariff_2,tariff_11,MID,4,0.38616794,0.81813641,0.17292817,0.25,0.0,0.75,298,0.01342282,0.25725709,0.1628803,0.32084265,0.28729643,-0.24225836,0.88394365,0.49325218
tariff_2,tariff_12,MID,5,0.62197024,1.26768628,0.39457873,0.2,0.2,0.6,298,0.01677852,0.25725709,0.1628803,0.37992136,0.32878358,-0.26449445,1.02433717,0.33633081
tariff_2,tariff_13,HIGH,3,-0.07787106,0.48966626,-0.23444145,0.66666667,0.0,0.33333333,28,0.10714286,-0.12852526,0.0321792,-0.11398503,0.15146682,-0.41085999,0.18288993,0.2870489
tariff_2,tariff_13,LOW,15,2.20394871,1.37308899,3.0,0.13333333,0.06666667,0.8,81,0.18518519,1.02082216,0.35500524,1.89458734,0.3046736,1.29742708,2.49174759,0.73852216
tariff_2,tariff_13,MID,58,0.0801792,0.64750336,-0.02437865,0.37931034,0.24137931,0.37931034,298,0.19463087,0.25725709,0.1628803,0.08770397,0.08319529,-0.0753588,0.25076674,0.95750587
tariff_2,tariff_21,LOW,13,1.02378088,1.83596414,0.49594161,0.38461538,0.07692308,0.53846154,81,0.16049383,1.02082216,0.35500524,1.02253203,0.38709849,0.26381898,1.78124507,0.57790696
tariff_2,tariff_21,MID,3,-0.52207941,0.47048881,-0.50684585,0.66666667,0.33333333,0.0,298,0.01006711,0.25725709,0.1628803,-0.27910256,0.22534827,-0.72078516,0.16258004,0.68822602
tariff_2,tariff_4,HIGH,5,0.01399565,0.38903246,0.13020854,0.2,0.2,0.6,28,0.17857143,-0.12852526,0.0321792,-0.05508535,0.12488999,-0.29986973,0.18969903,0.5152922
tariff_2,tariff_4,LOW,4,0.80677627,1.68574084,0.60269752,0.25,0.0,0.75,81,0.04938272,1.02082216,0.35500524,0.94950166,0.48653552,-0.00410797,1.90311128,0.33320191
tariff_2,tariff_4,MID,23,0.46614816,0.91896199,0.43841205,0.26086957,0.13043478,0.60869565,298,0.07718121,0.25725709,0.1628803,0.42772151,0.17309741,0.08845059,0.76699244,0.81604459
tariff_2,tariff_8,HIGH,16,0.01707505,0.45136488,-0.05091548,0.4375,0.1875,0.375,28,0.57142857,-0.12852526,0.0321792,-0.02420424,0.09551521,-0.21141406,0.16300558,0.71648904
tariff_2,tariff_8,LOW,17,0.86514789,1.4375719,0.50113936,0.29411765,0.05882353,0.64705882,81,0.20987654,1.02082216,0.35500524,0.90485787,0.30092538,0.31504412,1.49467163,0.7449162
tariff_2,tariff_8,MID,113,0.36202439,0.90450836,0.28776251,0.32743363,0.03539823,0.63716814,298,0.37919463,0.25725709,0.1628803,0.35756561,0.08325866,0.19437865,0.52075258,0.95744112
tariff_2,tariff_9,LOW,14,1.10615844,1.87204888,1.30057229,0.42857143,0.0,0.57142857,81,0.17283951,1.02082216,0.35500524,1.07086883,0.3831545,0.31988602,1.82185165,0.58646422
tariff_2,tariff_9,MID,42,0.17002007,0.6789214,0.22034522,0.23809524,0.11904762,0.64285714,298,0.1409396,0.25725709,0.1628803,0.17552692,0.10139946,-0.02321602,0.37426986,0.93687481
tariff_20,tariff_1,HIGH,11,-0.74591016,0.34038419,-0.84262721,0.90909091,0.0,0.09090909,169,0.06508876,-0.12852526,0.0321792,-0.59366216,0.08908107,-0.76826106,-0.41906326,0.75339856
tariff_20,tariff_1,LOW,4,0.51806668,1.38274178,0.29952119,0.25,0.25,0.5,21,0.19047619,1.02082216,0.35500524,0.80655919,0.45134252,-0.07807214,1.69119052,0.4261773
tariff_20,tariff_1,MID,9,-0.14739014,1.13095426,-0.70749297,0.66666667,0.0,0.33333333,67,0.13432836,0.25725709,0.1628803,0.04116025,0.27549246,-0.49880496,0.58112547,0.53403762
tariff_20,tariff_10,HIGH,17,0.08817884,0.40151769,0.12560013,0.29411765,0.17647059,0.52941176,169,0.10059172,-0.12852526,0.0321792,0.03885214,0.08558449,-0.12889346,0.20659775,0.77237765
tariff_20,tariff_10,LOW,2,1.89369388,1.56455312,1.89369388,0.0,0.0,1.0,21,0.0952381,1.02082216,0.35500524,1.21707931,0.52458135,0.18889987,2.24525875,0.22484077
